"Päivitetty","Osio","Kategoria","Nimi","URL","Lähde","Riskipisteet","Suositus","Alkuperäinen domain","Lopullinen domain","Domain vaihtui","RDAP-signaali","Sisältösignaali","Sivun otsikko","Manuaalinen tila","Luottamustaso","Huomiot"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Lakeuden Lehti","http://www.maakuntalehdet.fi/lakeudenl_media.htm","localNewspaperLinks.ts","190","piilota","maakuntalehdet.fi","maakuntalehdet.fi","ei","RDAP 429","ei tarkistettu","","","","Ei HTTPS-yhteyttä; DNS ei ratkennut: ENOTFOUND; fetch failed; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP-tarkistus epäonnistui; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Maaselkä (lehti)","http://www.maaselkalehti.fi","localNewspaperLinks.ts","190","piilota","maaselkalehti.fi","maaselkalehti.fi","ei","RDAP 429","ei tarkistettu","","","","Ei HTTPS-yhteyttä; DNS ei ratkennut: ENOTFOUND; fetch failed; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP-tarkistus epäonnistui; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Tyrvään Sanomat","http://www.tyrvaansanomat.fi/Etusivu","localNewspaperLinks.ts","190","piilota","tyrvaansanomat.fi","tyrvaansanomat.fi","ei","Sanoma Media Finland Oy","ei tarkistettu","","","","Ei HTTPS-yhteyttä; Tarkistus aikakatkaistiin; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP-tarkistus epäonnistui; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Vaarojen Sanomat","http://www.vaarojensanomat.fi","localNewspaperLinks.ts","190","piilota","vaarojensanomat.fi","vaarojensanomat.fi","ei","RDAP ei saatavilla: aikakatkaisu","ei tarkistettu","","","","Ei HTTPS-yhteyttä; Tarkistus aikakatkaistiin; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP-tarkistus epäonnistui; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Ylä-Kainuu","http://www.ylakainuu.fi","localNewspaperLinks.ts","190","piilota","ylakainuu.fi","ylakainuu.fi","ei","RDAP 429","ei tarkistettu","","","","Ei HTTPS-yhteyttä; Tarkistus aikakatkaistiin; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP-tarkistus epäonnistui; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Ylä-Karjala (lehti)","http://www.ylakarjala.com","localNewspaperLinks.ts","190","piilota","ylakarjala.com","ylakarjala.com","ei","Ascio Technologies, Inc. Danmark - Filial af Ascio technologies, Inc. USA","ei tarkistettu","","","","Ei HTTPS-yhteyttä; DNS ei ratkennut: EAI_AGAIN; Tarkistus aikakatkaistiin; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP-tarkistus epäonnistui; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Kylänraitti","http://www.veikkola.net","localNewspaperLinks.ts","155","piilota","veikkola.net","vistaprint.com","kyllä","RDAP 429","huomio","Webs.com has been shut down: Find out more","","","Ei HTTPS-yhteyttä; Sivu vaikuttaa parkkisivulta tai myytävältä domainilta; Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Domain vaihtui: veikkola.net -> vistaprint.com; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Ykkössanomat","http://www.ykkossanomat.fi/","localNewspaperLinks.ts","145","piilota","ykkossanomat.fi","ykkossanomat.fi","ei","Nokian autopesu","huomio","test — Ravintola EstsetARDEQssa","","","Ei HTTPS-yhteyttä; Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Lopullinen osoite ei käytä HTTPS-yhteyttä; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Somero (lehti)","http://www.somerolehti.fi/uutiset/index.html","localNewspaperLinks.ts","140","piilota","somerolehti.fi","somerolehti.fi","ei","RDAP 429","ei tarkistettu","","","","Ei HTTPS-yhteyttä; HTTP 404; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP 404"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Elimäen Sanomat","http://www.elimaensanomat.fi/index.html","localNewspaperLinks.ts","120","piilota","elimaensanomat.fi","futisfani.com","kyllä","RDAP 429","ok","Jalkapallo - Futisfani.com","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Domain vaihtui: elimaensanomat.fi -> futisfani.com"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Komiat","http://www.komiatlehti.fi/","localNewspaperLinks.ts","120","piilota","komiatlehti.fi","komiat.fi","kyllä","RDAP 429","ok","Etusivu | Komiat","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Domain vaihtui: komiatlehti.fi -> komiat.fi"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Loviisan Sanomat","http://www.loviisansanomat.net/","localNewspaperLinks.ts","120","piilota","loviisansanomat.net","loviisansanomat.fi","kyllä","RDAP 429","ok","Etusivu | Loviisan Sanomat","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Domain vaihtui: loviisansanomat.net -> loviisansanomat.fi"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Siikajokilaakso (sanomalehti)","http://www.siikkis.fi","localNewspaperLinks.ts","120","piilota","siikkis.fi","siikajokilaakso.fi","kyllä","RDAP 429","ok","Etusivu | Siikajokilaakso","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Domain vaihtui: siikkis.fi -> siikajokilaakso.fi"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","savitaipale","https://www.savitaipale.fi/","municipalityWebsites.ts","110","piilota","savitaipale.fi","savitaipale.fi","ei","Meidän IT ja talous Oy","ei tarkistettu","","","","DNS ei ratkennut: ENOTFOUND; Tarkistus aikakatkaistiin; Turvallisuushuomio; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Jaakkiman Sanomat","http://jaakkimansanomat.fi","localNewspaperLinks.ts","110","piilota","jaakkimansanomat.fi","jaakkimansanomat.fi","ei","RDAP 429","ok","&#8211; Jaakkiman Sanomat","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Kokemäkeläinen","http://kokemakelainen.net/","localNewspaperLinks.ts","110","piilota","kokemakelainen.net","kokemakelainen.net","ei","RDAP 429","ok","Kokemäkeläinen &#187; Paikallislehti","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Lakeuden portti","http://www.lakeudenportti.com/","localNewspaperLinks.ts","110","piilota","lakeudenportti.com","lakeudenportti.com","ei","RDAP 429","ok","Lakeudenportti","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Pohjois-Satakunta","http://www.pohjoissatakuntalehti.fi","localNewspaperLinks.ts","110","piilota","pohjoissatakuntalehti.fi","pohjoissatakuntalehti.fi","ei","TAKEDOM LIMITED","ok","POHJOISSATAKUNTALEHTI.FI<br><br>This domain name is not available for registration","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Topikki","https://topikki.fi/","localNewspaperLinks.ts","110","piilota","topikki.fi","topikki.fi","ei","RDAP 429","ei tarkistettu","","","","DNS ei ratkennut: ENOTFOUND; fetch failed; Turvallisuushuomio; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Palvelukategoriat","Oikeus","Kuluttajaneuvonta","https://www.kuluttajaneuvonta.fi","constants.tsx","110","piilota","kuluttajaneuvonta.fi","kkv.fi","kyllä","RDAP 429","ei tarkistettu","","","","HTTP 500; HTTP 500; Domain vaihtui: kuluttajaneuvonta.fi -> kkv.fi"
"13.8.2026 klo 14.46","Uutisvirrat","Kokemäki","Kokemäkeläinen","http://kokemakelainen.net/feed/","localNewspaperFeeds.ts","110","piilota","kokemakelainen.net","kokemakelainen.net","ei","RDAP 429","ok","Kokemäkeläinen","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Kunnallislehti Paimio-Sauvo-Kaarina","http://www.kuntsari.fi/","localNewspaperLinks.ts","105","piilota","kuntsari.fi","kuntsari.fi","ei","RDAP 429","huomio","Kuntsari | kaikki Turun ja Salon välistä","","","Ei HTTPS-yhteyttä; Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Teisko-Aitolahti","http://www.ruovesi-lehti.fi/","localNewspaperLinks.ts","105","piilota","ruovesi-lehti.fi","ruovesi-lehti.fi","ei","RDAP 429","huomio","Etusivu - Ruovesi-lehti","","","Ei HTTPS-yhteyttä; Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Kuntien kieliversiot","en","tyrnävä (en)","https://www.tyrnava.fi/en/home.html","municipalityWebsiteLocales.ts","85","piilota","tyrnava.fi","lianacloud.com","kyllä","RDAP 429","huomio","LianaAccount","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Domain vaihtui: tyrnava.fi -> lianacloud.com; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Karkkilan Tienoo","https://www.karkkilantienoo.fi/","localNewspaperLinks.ts","85","piilota","karkkilantienoo.fi","karkkilalainen.fi","kyllä","RDAP 429","huomio","Etusivu | Karkkilalainen","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Domain vaihtui: karkkilantienoo.fi -> karkkilalainen.fi; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Palvelukategoriat","Tekniikkauutiset","Mikrobitti","https://www.mikrobitti.fi","constants.tsx","85","piilota","mikrobitti.fi","iltalehti.fi","kyllä","RDAP 429","huomio","Bitti | Iltalehti","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Domain vaihtui: mikrobitti.fi -> iltalehti.fi; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Palvelukategoriat","Sosiaalinen media","X (Twitter)","https://www.x.com","constants.tsx","85","piilota","x.com","twitter.com","kyllä","GoDaddy.com, LLC","huomio","X. It’s what’s happening / X","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Domain vaihtui: x.com -> twitter.com; Sisältötarkistus vaatii huomiota"
"13.8.2026 klo 14.46","Alueelliset puhelinnumerot","Kela-taksi","Kela-taksi: Suomen Lähilogistiikka Oy","https://www.kela.fi/documents/20124/410312/Kela-taksin-tilausnumerot-kunnittain.pdf/dcccfb7a-4baa-edd4-64c8-0e4280360d38?t=1638453233868#kela-taksi-17","localKelaTaxiNumbers.ts","80","piilota","kela.fi","kela.fi","ei","Elisa Oyj","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Alueelliset puhelinnumerot","Kela-taksi","Kela-taksi: Suomen Lähilogistiikka Oy","https://www.kela.fi/documents/20124/410312/Kela-taksin-tilausnumerot-kunnittain.pdf/dcccfb7a-4baa-edd4-64c8-0e4280360d38?t=1638453233868#kela-taksi-18","localKelaTaxiNumbers.ts","80","piilota","kela.fi","kela.fi","ei","Elisa Oyj","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Alueelliset puhelinnumerot","Kela-taksi","Kela-taksi: Suomen Lähilogistiikka Oy","https://www.kela.fi/documents/20124/410312/Kela-taksin-tilausnumerot-kunnittain.pdf/dcccfb7a-4baa-edd4-64c8-0e4280360d38?t=1638453233868#kela-taksi-19","localKelaTaxiNumbers.ts","80","piilota","kela.fi","kela.fi","ei","Elisa Oyj","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Alueelliset puhelinnumerot","Kela-taksi","Kela-taksi: Taksi Helsinki Oy","https://www.kela.fi/documents/20124/410312/Kela-taksin-tilausnumerot-kunnittain.pdf/dcccfb7a-4baa-edd4-64c8-0e4280360d38?t=1638453233868#kela-taksi-20","localKelaTaxiNumbers.ts","80","piilota","kela.fi","kela.fi","ei","Elisa Oyj","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Kuntien kieliversiot","sv","geta (sv)","https://www.geta.ax/","municipalityWebsiteLocales.ts","80","piilota","geta.ax","geta.ax","ei","RDAP 404","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Kuntien kieliversiot","sv","hammarland (sv)","https://www.hammarland.ax/","municipalityWebsiteLocales.ts","80","piilota","hammarland.ax","hammarland.ax","ei","RDAP 404","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Kuntien kieliversiot","sv","hanko (sv)","https://hanko.fi/sv/","municipalityWebsiteLocales.ts","80","piilota","hanko.fi","hanko.fi","ei","Hangon kaupunki","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Kuntien kieliversiot","sv","helsinki (sv)","https://www.hel.fi/sv/huvudsida","municipalityWebsiteLocales.ts","80","piilota","hel.fi","hel.fi","ei","RDAP 429","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","marttila","https://marttila.fi/","municipalityWebsites.ts","80","piilota","marttila.fi","marttila.fi","ei","Marttilan kunta","ei tarkistettu","","","","fetch failed; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","salla","https://www.salla.fi/","municipalityWebsites.ts","80","piilota","salla.fi","salla.fi","ei","RDAP 429","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","salo","https://salo.fi/","municipalityWebsites.ts","80","piilota","salo.fi","salo.fi","ei","RDAP 429","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","saltvik","https://www.saltvik.ax/","municipalityWebsites.ts","80","piilota","saltvik.ax","saltvik.ax","ei","RDAP 429","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","sastamala","https://sastamala.fi/","municipalityWebsites.ts","80","piilota","sastamala.fi","sastamala.fi","ei","Sastamalan kaupunki","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","sauvo","https://www.sauvo.fi/","municipalityWebsites.ts","80","piilota","sauvo.fi","sauvo.fi","ei","RDAP 429","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Ylöjärven Uutiset","https://ylojarvenuutiset.fi","localNewspaperLinks.ts","80","piilota","ylojarvenuutiset.fi","ylojarvenuutiset.fi","ei","Ylöjärven Uutiset Oy","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Hausjärvi palvelulinja","https://www.hausjarvi.fi/asuminen-ja-rakentaminen/kadut-liikenne-ja-yleiset-alueet/joukkoliikenne/","localServiceTransportLinks.ts","80","piilota","hausjarvi.fi","hausjarvi.fi","ei","RDAP 429","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Heinola palveluliikenne","https://www.heinola.fi/asuminen-ja-ymparisto/asuminen/joukkoliikenne/","localServiceTransportLinks.ts","80","piilota","heinola.fi","heinola.fi","ei","RDAP 429","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Palveluliikenne","Hirvensalmi palveluliikenne","https://www.hirvensalmi.fi/hirvensalmi-info/joukkoliikenne/","localServiceTransportLinks.ts","80","piilota","hirvensalmi.fi","hirvensalmi.fi","ei","RDAP 429","ei tarkistettu","","","","Tarkistus aikakatkaistiin; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Paikalliset erikoislinkit","Julkinen liikenne","Teuvan liikenne","https://site.teuva.fi/e/site?node_id=81","localServices.ts","80","piilota","teuva.fi","teuva.fi","ei","RDAP 429","ei tarkistettu","","","","fetch failed; HTTP-tarkistus epäonnistui"
"13.8.2026 klo 14.46","Palvelukategoriat","Sukututkimus","Kansallisarkisto","https://arkisto.fi","constants.tsx","80","piilota","arkisto.fi","kansallisarkisto.fi","kyllä","Kansallisarkisto","ei tarkistettu","","","","HTTP 429; HTTP 429; Domain vaihtui: arkisto.fi -> kansallisarkisto.fi"
"13.8.2026 klo 14.46","Kuntien kieliversiot","en","juuka (en)","https://www.juuka.fi/en/web/english","municipalityWebsiteLocales.ts","70","piilota","juuka.fi","juuka.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien kieliversiot","ru","juuka (ru)","https://www.juuka.fi/ru/web/russian","municipalityWebsiteLocales.ts","70","piilota","juuka.fi","juuka.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien kieliversiot","en","rantasalmi (en)","https://www.rantasalmi.fi/en/","municipalityWebsiteLocales.ts","70","piilota","rantasalmi.fi","rantasalmi.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","enontekiö","https://enontekio.fi/","municipalityWebsites.ts","70","piilota","enontekio.fi","enontekio.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","kalajoki","https://www.kalajoki.fi/","municipalityWebsites.ts","70","piilota","kalajoki.fi","kalajoki.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","kihniö","https://www.kihnio.fi/","municipalityWebsites.ts","70","piilota","kihnio.fi","kihnio.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","kolari","https://www.kolari.fi/","municipalityWebsites.ts","70","piilota","kolari.fi","kolari.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","lapinlahti","https://lapinlahti.fi/","municipalityWebsites.ts","70","piilota","lapinlahti.fi","lapinlahti.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","luumäki","https://www.luumaki.fi/","municipalityWebsites.ts","70","piilota","luumaki.fi","luumaki.fi","ei","Meidän IT ja talous Oy","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","ruokolahti","https://ruokolahti.fi/","municipalityWebsites.ts","70","piilota","ruokolahti.fi","ruokolahti.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","sonkajärvi","https://sonkajarvi.fi/","municipalityWebsites.ts","70","piilota","sonkajarvi.fi","sonkajarvi.fi","ei","Sonkajärven kunta","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","suomussalmi","https://suomussalmi.fi/","municipalityWebsites.ts","70","piilota","suomussalmi.fi","suomussalmi.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Kuntien verkkosivut","Kunta","taipalsaari","https://www.taipalsaari.fi/","municipalityWebsites.ts","70","piilota","taipalsaari.fi","taipalsaari.fi","ei","RDAP 429","ei tarkistettu","","","","HTTP 404; HTTP 404"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Heinäveden lehti","http://www.heinavedenlehti.fi","localNewspaperLinks.ts","70","piilota","heinavedenlehti.fi","heinavedenlehti.fi","ei","RDAP 429","ok","Etusivu | Heinäveden Lehti","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Hämeenkyrön Sanomat","http://www.hameenkyronsanomat.fi/","localNewspaperLinks.ts","70","piilota","hameenkyronsanomat.fi","hameenkyronsanomat.fi","ei","Wordapp BV","ok","Hämeenkyrön sanomat | Opi uutta sanoma- ja digilehdistä","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Ilmajoki-lehti","http://www.ilmajoki-lehti.fi","localNewspaperLinks.ts","70","piilota","ilmajoki-lehti.fi","ilmajoki-lehti.fi","ei","RDAP 429","ok","Etusivu - Ilmajoki-lehti","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Inarilainen","http://www.inarilainen.fi/","localNewspaperLinks.ts","70","piilota","inarilainen.fi","inarilainen.fi","ei","RDAP 429","ok","Etusivu | Inarilainen","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Joutsan Seutu","http://www.joutsanseutu.fi/","localNewspaperLinks.ts","70","piilota","joutsanseutu.fi","joutsanseutu.fi","ei","JOUTSAN SEUTU OY","ok","Etusivu | Joutsan Seutu","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Joutseno (sanomalehti)","http://www.joutsenolehti.fi/","localNewspaperLinks.ts","70","piilota","joutsenolehti.fi","joutsenolehti.fi","ei","Keskisuomalainen Oyj","ok","Etusivu | Paikallislehti Joutseno","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","JP-Kunnallissanomat","http://www.jp-kunnallissanomat.fi","localNewspaperLinks.ts","70","piilota","jp-kunnallissanomat.fi","jp-kunnallissanomat.fi","ei","RDAP 429","ok","JP-Kunnallissanomat | Etusivu","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Kaakonkulma (lehti)","http://www.kaakonkulma.fi/","localNewspaperLinks.ts","70","piilota","kaakonkulma.fi","kaakonkulma.fi","ei","RDAP 429","ok","Etusivu | Kaakonkulma","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Kalajoen Seutu","http://www.kalajoenseutu.net","localNewspaperLinks.ts","70","piilota","kalajoenseutu.net","kalajoenseutu.net","ei","RDAP 429","ok","kalajoenseutu.net | Viimeisimmät kulttuuriuutiset","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Kalajokilaakso (lehti)","http://www.kalajokilaakso.fi/","localNewspaperLinks.ts","70","piilota","kalajokilaakso.fi","kalajokilaakso.fi","ei","RDAP 429","ok","Etusivu | Kalajokilaakso","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Keskilaakso","http://www.keskilaakso.fi/","localNewspaperLinks.ts","70","piilota","keskilaakso.fi","keskilaakso.fi","ei","RDAP 429","ok","Etusivu | Keskilaakso","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Kiuruvesi-lehti","http://www.kiuruvesilehti.fi/","localNewspaperLinks.ts","70","piilota","kiuruvesilehti.fi","kiuruvesilehti.fi","ei","RDAP 429","ok","Kiuruvesi-lehti","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Koillis-Savo (lehti)","http://www.koillis-savo.fi","localNewspaperLinks.ts","70","piilota","koillis-savo.fi","koillis-savo.fi","ei","RDAP 429","ok","Etusivu | Koillis-Savo","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Koti-Karjala","http://www.kotikarjala.fi","localNewspaperLinks.ts","70","piilota","kotikarjala.fi","kotikarjala.fi","ei","RDAP 429","ok","Etusivu | Koti-Karjala","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"13.8.2026 klo 14.46","Lehdet","Suomalaiset paikallislehdet","Kotiseutu-uutiset","http://kotiseutu-uutiset.com/","localNewspaperLinks.ts","70","piilota","kotiseutu-uutiset.com","kotiseutu-uutiset.com","ei","RDAP 429","ok","Kotiseutu-uutiset.com","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
