"Päivitetty","Osio","Kategoria","Nimi","URL","Lähde","Tarkistus","HTTP","Turvallisuus","Lopullinen URL","Alkuperäinen domain","Lopullinen domain","Domain vaihtui","RDAP-signaali","Sisältösignaali","Sivun otsikko","Riskipisteet","Suositus","Manuaalinen tila","Luottamustaso","Huomiot"
"25.8.2026 klo 15.13","Kuntien verkkosivut","Kunta","raasepori","https://www.raseborg.fi/","municipalityWebsites.ts","ok","200","ok","https://www.raseborg.fi/","raseborg.fi","raseborg.fi","ei","RDAP 429","huomio","Välkommen till Raseborg - Raseborg","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Kuntien verkkosivut","Kunta","riihimäki","https://www.riihimaki.fi/","municipalityWebsites.ts","huomio","500","ok","https://www.riihimaki.fi/","riihimaki.fi","riihimaki.fi","ei","RDAP 429","ei tarkistettu","","60","piilota","","","HTTP 500; HTTP 500"
"25.8.2026 klo 15.13","Kuntien verkkosivut","Kunta","uusikaarlepyy","https://www.nykarleby.fi/","municipalityWebsites.ts","ok","200","ok","https://www.nykarleby.fi/","nykarleby.fi","nykarleby.fi","ei","RDAP 429","huomio","Hem &raquo; Nykarleby stad","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Kuntien verkkosivut","Kunta","valkeakoski","https://www.valkeakoski.fi/","municipalityWebsites.ts","huomio","500","ok","https://www.valkeakoski.fi/","valkeakoski.fi","valkeakoski.fi","ei","RDAP 429","ei tarkistettu","","60","piilota","","","HTTP 500; HTTP 500"
"25.8.2026 klo 15.13","Kuntien verkkosivut","Kunta","vihti","https://www.vihti.fi/","municipalityWebsites.ts","ok","200","ok","https://www.vihti.fi/","vihti.fi","vihti.fi","ei","RDAP 429","huomio","Vihti on vireä ja vehreä kunta pääkaupunkiseudun tuntumassa. Tutustu kunnan palveluihin, ajankohtaisiin asioihin, päätöksentekoon ja tapahtumiin.","35","tarkista","","","HTML-sivulta ei löytynyt otsikkoa; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Elimäen Sanomat","http://www.elimaensanomat.fi/index.html","localNewspaperLinks.ts","ok","200","huomio","https://futisfani.com/","elimaensanomat.fi","futisfani.com","kyllä","RDAP 429","ok","Jalkapallo - Futisfani.com","120","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Domain vaihtui: elimaensanomat.fi -> futisfani.com"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Heinäveden lehti","http://www.heinavedenlehti.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.heinavedenlehti.fi/","heinavedenlehti.fi","heinavedenlehti.fi","ei","RDAP 429","ok","Etusivu | Heinäveden Lehti","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Hämeenkyrön Lehti","https://www.mediawiki.org/","localNewspaperLinks.ts","ok","200","ok","https://www.mediawiki.org/wiki/MediaWiki","mediawiki.org","mediawiki.org","ei","RDAP 429","huomio","MediaWiki","35","tarkista","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Hämeenkyrön Sanomat","http://www.hameenkyronsanomat.fi/","localNewspaperLinks.ts","ok","200","huomio","https://hameenkyronsanomat.fi/","hameenkyronsanomat.fi","hameenkyronsanomat.fi","ei","RDAP 429","ok","Hämeenkyrön sanomat | Opi uutta sanoma- ja digilehdistä","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Ilmajoki-lehti","http://www.ilmajoki-lehti.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.ilmajoki-lehti.fi/","ilmajoki-lehti.fi","ilmajoki-lehti.fi","ei","RDAP 429","ok","Etusivu - Ilmajoki-lehti","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Inarilainen","http://www.inarilainen.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.inarilainen.fi/","inarilainen.fi","inarilainen.fi","ei","RDAP 429","ok","Etusivu | Inarilainen","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Jaakkiman Sanomat","http://jaakkimansanomat.fi","localNewspaperLinks.ts","ok","200","huomio","http://www.jaakkimansanomat.fi/","jaakkimansanomat.fi","jaakkimansanomat.fi","ei","RDAP 429","ok","&#8211; Jaakkiman Sanomat","110","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Joutsan Seutu","http://www.joutsanseutu.fi/","localNewspaperLinks.ts","ok","206","huomio","https://www.joutsanseutu.fi/","joutsanseutu.fi","joutsanseutu.fi","ei","RDAP 429","ok","Etusivu | Joutsan Seutu","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Joutseno (sanomalehti)","http://www.joutsenolehti.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.joutsenolehti.fi/","joutsenolehti.fi","joutsenolehti.fi","ei","RDAP 429","ok","Etusivu | Paikallislehti Joutseno","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","JP-Kunnallissanomat","http://www.jp-kunnallissanomat.fi","localNewspaperLinks.ts","ok","206","huomio","https://www.jp-kunnallissanomat.fi/","jp-kunnallissanomat.fi","jp-kunnallissanomat.fi","ei","RDAP 429","ok","JP-Kunnallissanomat | Etusivu","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Järviseudun Sanomat","https://www.jarviseudunsanomat.fi/","localNewspaperLinks.ts","huomio","403","ok","https://www.jarviseudunsanomat.fi/","jarviseudunsanomat.fi","jarviseudunsanomat.fi","ei","RDAP 429","ei tarkistettu","","30","tarkista","","","HTTP 403; HTTP 403"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kaakonkulma (lehti)","http://www.kaakonkulma.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.kaakonkulma.fi/","kaakonkulma.fi","kaakonkulma.fi","ei","RDAP 429","ok","Etusivu | Kaakonkulma","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kalajoen Seutu","http://www.kalajoenseutu.net","localNewspaperLinks.ts","ok","200","huomio","https://kalajoenseutu.net/","kalajoenseutu.net","kalajoenseutu.net","ei","RDAP 429","ok","kalajoenseutu.net | Viimeisimmät kulttuuriuutiset","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kalajokilaakso (lehti)","http://www.kalajokilaakso.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.kalajokilaakso.fi/","kalajokilaakso.fi","kalajokilaakso.fi","ei","RDAP 429","ok","Etusivu | Kalajokilaakso","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kaleva: Oulun seutu","https://www.kaleva.fi/oulun-seutu/","localNewspaperLinks.ts","huomio","404","ok","https://www.kaleva.fi/oulun-seutu/","kaleva.fi","kaleva.fi","ei","RDAP 429","ei tarkistettu","","70","piilota","","","HTTP 404; HTTP 404"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Karkkilan Tienoo","https://www.karkkilantienoo.fi/","localNewspaperLinks.ts","ok","200","ok","https://www.karkkilalainen.fi/","karkkilantienoo.fi","karkkilalainen.fi","kyllä","RDAP 429","huomio","Etusivu | Karkkilalainen","85","piilota","","","Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Domain vaihtui: karkkilantienoo.fi -> karkkilalainen.fi; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Keskilaakso","http://www.keskilaakso.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.keskilaakso.fi/","keskilaakso.fi","keskilaakso.fi","ei","RDAP 429","ok","Etusivu | Keskilaakso","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kiuruvesi-lehti","http://www.kiuruvesilehti.fi/","localNewspaperLinks.ts","ok","200","huomio","https://kiuruvesilehti.fi/","kiuruvesilehti.fi","kiuruvesilehti.fi","ei","RDAP 429","ok","Kiuruvesi-lehti","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Koillis-Savo (lehti)","http://www.koillis-savo.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.koillis-savo.fi/","koillis-savo.fi","koillis-savo.fi","ei","RDAP 429","ok","Etusivu | Koillis-Savo","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kokemäkeläinen","http://kokemakelainen.net/","localNewspaperLinks.ts","ok","200","huomio","http://kokemakelainen.net/","kokemakelainen.net","kokemakelainen.net","ei","RDAP 429","ok","Kokemäkeläinen &#187; Paikallislehti","110","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Komiat","http://www.komiatlehti.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.komiat.fi/","komiatlehti.fi","komiat.fi","kyllä","RDAP 429","ok","Etusivu | Komiat","120","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Domain vaihtui: komiatlehti.fi -> komiat.fi"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Koti-Karjala","http://www.kotikarjala.fi","localNewspaperLinks.ts","ok","206","huomio","https://www.kotikarjala.fi/","kotikarjala.fi","kotikarjala.fi","ei","RDAP 429","ok","Etusivu | Koti-Karjala","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kotiseutu-uutiset","http://kotiseutu-uutiset.com/","localNewspaperLinks.ts","ok","200","huomio","https://kotiseutu-uutiset.com/","kotiseutu-uutiset.com","kotiseutu-uutiset.com","ei","RDAP 429","ok","Kotiseutu-uutiset.com","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kuhmolainen","http://www.kuhmolainen.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.kuhmolainen.fi/","kuhmolainen.fi","kuhmolainen.fi","ei","RDAP 429","ok","Etusivu | Kuhmolainen","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kunnallislehti Paimio-Sauvo-Kaarina","http://www.kuntsari.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.kuntsari.fi/","kuntsari.fi","kuntsari.fi","ei","RDAP 429","huomio","Kuntsari | kaikki Turun ja Salon välistä","105","piilota","","","Ei HTTPS-yhteyttä; Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kurikka-lehti","http://www.kurikka-lehti.fi","localNewspaperLinks.ts","ok","206","huomio","https://www.kurikka-lehti.fi/","kurikka-lehti.fi","kurikka-lehti.fi","ei","RDAP 429","ok","Kurikka - lehti Etusivu","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kylänraitti","http://www.veikkola.net","localNewspaperLinks.ts","ok","200","huomio","https://www.vistaprint.com/digital-marketing/webs-shutdown","veikkola.net","vistaprint.com","kyllä","RDAP 429","huomio","Webs.com has been shut down: Find out more","155","piilota","","","Ei HTTPS-yhteyttä; Sivu vaikuttaa parkkisivulta tai myytävältä domainilta; Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Domain vaihtui: veikkola.net -> vistaprint.com; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Kyrönmaa (lehti)","http://www.kyronmaa-lehti.fi/","localNewspaperLinks.ts","ok","206","huomio","https://www.kyronmaa-lehti.fi/","kyronmaa-lehti.fi","kyronmaa-lehti.fi","ei","RDAP 429","ok","Kyrönmaa - lehti | Etusivu","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Lakeuden Joutsen","http://www.lakeudenjoutsen.fi","localNewspaperLinks.ts","virhe","","huomio","","lakeudenjoutsen.fi","lakeudenjoutsen.fi","ei","RDAP 429","ei tarkistettu","","190","piilota","","","Ei HTTPS-yhteyttä; DNS ei ratkennut: ENOTFOUND; fetch failed; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP-tarkistus epäonnistui; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Lakeuden Lehti","http://www.maakuntalehdet.fi/lakeudenl_media.htm","localNewspaperLinks.ts","virhe","","huomio","","maakuntalehdet.fi","maakuntalehdet.fi","ei","RDAP 429","ei tarkistettu","","190","piilota","","","Ei HTTPS-yhteyttä; DNS ei ratkennut: ENOTFOUND; fetch failed; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP-tarkistus epäonnistui; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Lakeuden portti","http://www.lakeudenportti.com/","localNewspaperLinks.ts","ok","200","huomio","http://www.lakeudenportti.com/","lakeudenportti.com","lakeudenportti.com","ei","RDAP 429","ok","Lakeudenportti","110","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Lapuan Sanomat","http://www.lapuansanomat.fi/","localNewspaperLinks.ts","ok","206","huomio","https://www.lapuansanomat.fi/etusivu-6.8.a67b46ef78","lapuansanomat.fi","lapuansanomat.fi","ei","RDAP 429","ok","Lapuan Sanomat","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Lauttakylä-lehti","http://www.lauttakyla.fi/","localNewspaperLinks.ts","ok","200","huomio","https://lauttakyla.fi/","lauttakyla.fi","lauttakyla.fi","ei","RDAP 429","ok","Etusivu - Lauttakylä","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Lieksan Lehti","http://www.lieksanlehti.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.lieksanlehti.fi/","lieksanlehti.fi","lieksanlehti.fi","ei","RDAP 429","ok","Etusivu | Lieksan Lehti","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Loviisan Sanomat","http://www.loviisansanomat.net/","localNewspaperLinks.ts","ok","200","huomio","https://www.loviisansanomat.fi/","loviisansanomat.net","loviisansanomat.fi","kyllä","RDAP 429","ok","Etusivu | Loviisan Sanomat","120","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Domain vaihtui: loviisansanomat.net -> loviisansanomat.fi"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Maaselkä (lehti)","http://www.maaselkalehti.fi","localNewspaperLinks.ts","virhe","","huomio","","maaselkalehti.fi","maaselkalehti.fi","ei","RDAP 429","ei tarkistettu","","190","piilota","","","Ei HTTPS-yhteyttä; DNS ei ratkennut: ENOTFOUND; fetch failed; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP-tarkistus epäonnistui; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Nya Östis","http://nyaostis.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.nyaostis.fi/","nyaostis.fi","nyaostis.fi","ei","RDAP 429","ok","Nya Östis - Förankrad i bygden","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Orimattilan Sanomat","http://www.orimattilansanomat.fi/","localNewspaperLinks.ts","ok","206","huomio","https://www.orimattilansanomat.fi/","orimattilansanomat.fi","orimattilansanomat.fi","ei","RDAP 429","ok","Orimattilan Sanomat","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Paikallislehti Sisä-Savo","http://www.sisa-savolehti.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.sisa-savolehti.fi/","sisa-savolehti.fi","sisa-savolehti.fi","ei","RDAP 429","ok","Etusivu | Paikallislehti Sisä-Savo","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Pargas Kungörelser – Paraisten Kuulutukset","http://www.pku.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.pku.fi/","pku.fi","pku.fi","ei","RDAP 429","ok","Framsida | Pargas Kungörelser","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Perniönseudun Lehti","http://www.pernionseudunlehti.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.pernionseudunlehti.fi/","pernionseudunlehti.fi","pernionseudunlehti.fi","ei","RDAP 429","ok","Etusivu | Perniönseudun Lehti","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Pietarsaaren Sanomat","http://www.pietarsaarensanomat.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.pietarsaarensanomat.fi/","pietarsaarensanomat.fi","pietarsaarensanomat.fi","ei","RDAP 429","ok","Etusivu | Pietarsaaren Sanomat","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Pohjankyrö-lehti","http://www.pohjankyro-lehti.fi","localNewspaperLinks.ts","ok","206","huomio","https://www.pohjankyro-lehti.fi/","pohjankyro-lehti.fi","pohjankyro-lehti.fi","ei","RDAP 429","ok","Pohjankyrö - lehti | Etusivu","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Pohjois-Satakunta","http://www.pohjoissatakuntalehti.fi","localNewspaperLinks.ts","ok","200","huomio","http://www.pohjoissatakuntalehti.fi/","pohjoissatakuntalehti.fi","pohjoissatakuntalehti.fi","ei","RDAP 429","ok","POHJOISSATAKUNTALEHTI.FI<br><br>This domain name is not available for registration","110","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Lopullinen osoite ei käytä HTTPS-yhteyttä"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Punkalaitumen Sanomat","http://www.punkalaitumensanomat.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.punkalaitumensanomat.fi/","punkalaitumensanomat.fi","punkalaitumensanomat.fi","ei","RDAP 429","ok","Punkalaitumen Sanomat - Verkkolehti","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Rannikkoseutu","http://www.rannikkoseutu.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.rannikkoseutu.fi/","rannikkoseutu.fi","rannikkoseutu.fi","ei","RDAP 429","ok","Rannikkoseutu","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Reisjärvi (lehti)","http://www.reisjarvilehti.fi/","localNewspaperLinks.ts","ok","200","huomio","https://reisjarvilehti.fi/","reisjarvilehti.fi","reisjarvilehti.fi","ei","RDAP 429","ok","Kotiseutulehti Reisj&auml;rvi &#8211; Verkkolehtiportaali","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Siikajokilaakso (sanomalehti)","http://www.siikkis.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.siikajokilaakso.fi/","siikkis.fi","siikajokilaakso.fi","kyllä","RDAP 429","ok","Etusivu | Siikajokilaakso","120","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio; Domain vaihtui: siikkis.fi -> siikajokilaakso.fi"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Soisalon Seutu","http://www.soisalonseutu.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.soisalonseutu.fi/","soisalonseutu.fi","soisalonseutu.fi","ei","RDAP 429","ok","Etusivu | Soisalon Seutu","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Somero (lehti)","http://www.somerolehti.fi/uutiset/index.html","localNewspaperLinks.ts","huomio","404","huomio","https://www.somerolehti.fi/uutiset/index.html","somerolehti.fi","somerolehti.fi","ei","RDAP 429","ei tarkistettu","","140","piilota","","","Ei HTTPS-yhteyttä; HTTP 404; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP 404"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Suupohjan Sanomat","http://www.suupohjansanomat.fi","localNewspaperLinks.ts","ok","200","huomio","https://www.suupohjansanomat.fi/","suupohjansanomat.fi","suupohjansanomat.fi","ei","RDAP 429","ok","Etusivu | Suupohjan Sanomat","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Teisko-Aitolahti","http://www.ruovesi-lehti.fi/","localNewspaperLinks.ts","ok","206","huomio","https://www.ruovesi-lehti.fi/","ruovesi-lehti.fi","ruovesi-lehti.fi","ei","RDAP 429","ok","Etusivu - Ruovesi-lehti","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Tejuka","http://www.tejuka-lehti.fi","localNewspaperLinks.ts","ok","206","huomio","https://www.tejuka-lehti.fi/","tejuka-lehti.fi","tejuka-lehti.fi","ei","RDAP 429","ok","Tejuka - lehti","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Tervareitti","https://www.tervareitti.fi/","localNewspaperLinks.ts","ok","200","ok","https://www.tervareitti.fi/","tervareitti.fi","tervareitti.fi","ei","RDAP 429","huomio","","35","tarkista","","","HTML-sivulta ei löytynyt otsikkoa; Sivun otsikko tai sisältö ei selvästi vastaa linkin nimeä; Sisältötarkistus vaatii huomiota"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Topikki","https://topikki.fi/","localNewspaperLinks.ts","virhe","","huomio","","topikki.fi","topikki.fi","ei","RDAP 429","ei tarkistettu","","110","piilota","","","DNS ei ratkennut: ENOTFOUND; fetch failed; Turvallisuushuomio; HTTP-tarkistus epäonnistui"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Turun Tienoo","http://www.turuntienoo.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.turuntienoo.fi/content/fi/2/10005/Etusivu.html","turuntienoo.fi","turuntienoo.fi","ei","RDAP 429","ok","Etusivu | Turun tienoo","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Tyrvään Sanomat","http://www.tyrvaansanomat.fi/Etusivu","localNewspaperLinks.ts","huomio","404","huomio","https://www.tyrvaansanomat.fi/Etusivu/","tyrvaansanomat.fi","tyrvaansanomat.fi","ei","RDAP 429","ei tarkistettu","","140","piilota","","","Ei HTTPS-yhteyttä; HTTP 404; Ei HTTPS-yhteyttä; Turvallisuushuomio; HTTP 404"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Urjalan Sanomat","http://www.urjalansanomat.fi/","localNewspaperLinks.ts","ok","200","huomio","https://urjalansanomat.fi/","urjalansanomat.fi","urjalansanomat.fi","ei","RDAP 429","ok","Urjalan Sanomat","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
"25.8.2026 klo 15.13","Lehdet","Suomalaiset paikallislehdet","Uudenkaupungin Sanomat","http://www.uudenkaupunginsanomat.fi/","localNewspaperLinks.ts","ok","200","huomio","https://www.uudenkaupunginsanomat.fi/","uudenkaupunginsanomat.fi","uudenkaupunginsanomat.fi","ei","RDAP 429","ok","Uudenkaupunginsanomat","70","piilota","","","Ei HTTPS-yhteyttä; Ei HTTPS-yhteyttä; Turvallisuushuomio"
